12,517,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isolates,Pop,D13,D13,D13,D13,G11,G11,G11,G11,Pi04,Pi04,Pi04,Pi04,Pi4B,Pi4B,Pi4B,Pi4B,Pi63,Pi63,Pi63,Pi63,Pi70,Pi70,Pi70,Pi70,SSR11,SSR11,SSR11,SSR11,SSR2,SSR2,SSR2,SSR2,SSR3,SSR3,SSR3,SSR3,SSR4,SSR4,SSR4,SSR4,SSR6,SSR6,SSR6,SSR6,SSR8,SSR8,SSR8,SSR8
Tlax756,Tlaxcala_2007,0,0,0,0,0,0,0,0,170,170,0,0,209,217,0,0,270,270,0,0,192,192,0,0,341,341,0,0,173,173,0,0,266,268,0,0,289,299,0,0,244,244,0,0,260,264,0,0
Tlax758,Tlaxcala_2007,0,0,0,0,0,0,0,0,170,170,0,0,209,217,0,0,270,270,0,0,192,192,0,0,341,341,0,0,173,173,0,0,266,268,0,0,289,299,0,0,244,244,0,0,260,264,0,0
Tlax759,Tlaxcala_2007,0,0,0,0,160,160,0,0,170,170,0,0,213,213,0,0,273,279,0,0,189,192,0,0,341,356,0,0,177,177,0,0,268,268,0,0,291,297,0,0,244,244,0,0,260,264,0,0
Tlax760,Tlaxcala_2007,0,0,0,0,160,162,0,0,168,168,0,0,209,217,0,0,270,279,0,0,189,192,0,0,341,346,0,0,175,177,0,0,258,268,0,0,291,295,0,0,244,244,0,0,260,260,0,0
Tlax761,Tlaxcala_2007,136,136,0,0,156,156,0,0,170,170,0,0,209,213,0,0,270,279,0,0,189,192,0,0,341,341,0,0,173,175,0,0,268,270,0,0,291,291,0,0,244,244,0,0,260,266,0,0
Tlax762,Tlaxcala_2007,176,176,0,0,156,206,0,0,166,170,0,0,213,213,0,0,279,279,0,0,189,192,0,0,341,341,0,0,173,173,0,0,258,266,0,0,291,299,0,0,244,244,0,0,264,266,0,0
Pic_97008,Toluca_1997,112,112,0,0,166,200,0,0,166,170,0,0,213,225,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,266,268,0,0,289,289,0,0,244,244,0,0,260,266,0,0
Pic_97066,Toluca_1997,0,0,0,0,156,158,0,0,166,170,0,0,213,217,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,266,268,0,0,291,291,0,0,236,244,0,0,260,260,0,0
Pic_97106,Toluca_1997,146,148,0,0,164,164,0,0,166,170,0,0,217,217,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,266,268,0,0,289,295,0,0,244,244,0,0,260,266,0,0
Pic_97111,Toluca_1997,136,136,0,0,156,206,0,0,166,170,0,0,213,213,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,268,268,0,0,289,291,0,0,244,244,0,0,266,266,0,0
Pic_97130,Toluca_1997,148,148,0,0,156,156,0,0,166,170,0,0,213,217,0,0,279,279,0,0,192,192,0,0,341,341,0,0,173,173,0,0,266,266,0,0,289,291,0,0,244,244,0,0,266,266,0,0
Pic_97136,Toluca_1997,144,144,0,0,156,164,0,0,166,170,0,0,213,213,0,0,273,273,0,0,189,189,0,0,341,356,0,0,173,173,0,0,266,266,0,0,291,293,0,0,244,252,0,0,260,266,0,0
Pic_97146,Toluca_1997,118,118,0,0,204,208,0,0,170,170,0,0,213,213,0,0,279,279,0,0,192,192,0,0,341,341,0,0,173,173,0,0,266,266,0,0,289,289,0,0,244,244,0,0,260,264,0,0
Pic_97149,Toluca_1997,140,140,0,0,156,206,0,0,166,170,0,0,209,213,0,0,273,279,0,0,192,192,0,0,341,341,0,0,173,173,0,0,266,268,0,0,289,289,0,0,244,244,0,0,260,264,0,0
Pic_97153,Toluca_1997,144,144,0,0,166,206,0,0,166,170,0,0,217,217,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,266,266,0,0,289,289,0,0,244,244,0,0,266,266,0,0
Pic_97159,Toluca_1997,140,140,0,0,164,204,0,0,166,170,0,0,217,217,0,0,279,279,0,0,189,192,0,0,341,356,0,0,173,173,0,0,266,268,0,0,289,289,0,0,240,244,0,0,260,260,0,0
Pic_97187,Toluca_1997,112,138,0,0,156,206,0,0,166,170,0,0,217,217,0,0,273,279,0,0,192,192,0,0,341,356,0,0,175,175,0,0,266,276,0,0,289,289,0,0,244,244,0,0,266,266,0,0
Pic_97310,Toluca_1997,136,144,0,0,154,160,162,0,166,170,0,0,209,213,0,0,279,279,0,0,189,192,0,0,341,346,356,0,173,175,177,0,258,268,0,0,291,293,299,0,244,244,0,0,260,264,266,0
Pic_97318,Toluca_1997,176,178,0,0,156,160,0,0,166,170,0,0,209,213,0,0,273,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,266,266,0,0,285,285,0,0,244,244,0,0,266,272,0,0
Pic_97335,Toluca_1997,112,134,0,0,160,206,0,0,168,168,0,0,209,213,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,266,268,0,0,289,295,0,0,244,244,0,0,260,266,0,0
Pic_97340,Toluca_1997,136,136,0,0,156,206,0,0,166,170,0,0,209,213,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,266,268,0,0,289,295,0,0,242,244,0,0,260,266,0,0
Pic_97392,Toluca_1997,0,0,0,0,154,206,0,0,166,170,0,0,209,213,0,0,270,279,0,0,192,192,0,0,356,356,0,0,173,173,0,0,266,268,0,0,285,289,0,0,244,258,0,0,260,266,0,0
Pic_97423,Toluca_1997,134,140,150,0,156,158,206,0,166,170,0,0,213,213,0,0,279,279,0,0,192,192,0,0,341,341,0,0,173,173,0,0,266,266,0,0,289,293,295,0,242,244,0,0,260,266,0,0
Pic_97432,Toluca_1997,136,136,0,0,156,156,0,0,166,170,0,0,213,213,0,0,273,273,0,0,192,192,0,0,341,356,0,0,173,173,0,0,266,266,0,0,289,289,0,0,244,244,0,0,260,260,0,0
Pic_97438,Toluca_1997,110,166,0,0,156,208,0,0,168,168,0,0,217,221,0,0,273,279,0,0,189,192,0,0,341,356,0,0,173,173,0,0,266,268,0,0,291,291,0,0,244,244,0,0,260,266,0,0
Pic_97442,Toluca_1997,0,0,0,0,156,162,0,0,166,170,0,0,213,225,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,266,266,0,0,289,289,0,0,244,244,0,0,260,266,0,0
Pic_97716,Toluca_1997,112,144,0,0,156,156,0,0,166,170,0,0,209,213,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,175,0,0,264,266,0,0,289,293,0,0,244,254,0,0,260,266,0,0
Pic_97724,Toluca_1997,0,0,0,0,156,212,0,0,166,170,0,0,213,213,0,0,279,279,0,0,189,189,0,0,341,356,0,0,173,173,0,0,266,266,0,0,289,289,0,0,244,244,0,0,266,266,0,0
Pic_97727,Toluca_1997,136,136,0,0,156,160,0,0,168,168,0,0,213,213,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,268,268,0,0,289,289,0,0,244,252,0,0,260,260,0,0
Pic_97744,Toluca_1997,136,164,166,0,206,206,0,0,166,170,0,0,213,213,0,0,279,279,0,0,192,192,0,0,356,356,0,0,173,173,0,0,264,266,0,0,289,289,0,0,242,244,0,0,260,260,0,0
Pic_97748,Toluca_1997,136,164,166,0,156,206,0,0,166,170,0,0,213,213,0,0,279,279,0,0,192,192,0,0,356,356,0,0,173,173,0,0,264,266,0,0,289,289,0,0,242,244,0,0,260,260,0,0
Pic_97749,Toluca_1997,136,164,166,0,156,206,0,0,166,170,0,0,213,213,0,0,279,279,0,0,192,192,0,0,356,356,0,0,173,173,0,0,264,266,0,0,289,289,0,0,242,244,0,0,260,260,0,0
Pic_97750,Toluca_1997,136,164,166,0,156,206,0,0,166,170,0,0,213,213,0,0,279,279,0,0,192,192,0,0,356,356,0,0,173,173,0,0,264,266,0,0,289,289,0,0,242,244,0,0,260,260,0,0
Pic_97751,Toluca_1997,136,164,166,0,156,206,0,0,166,170,0,0,213,213,0,0,279,279,0,0,192,192,0,0,356,356,0,0,173,173,0,0,264,266,0,0,289,289,0,0,242,244,0,0,260,260,0,0
Pic_97785,Toluca_1997,136,142,0,0,156,166,0,0,170,170,0,0,213,213,0,0,279,279,0,0,192,192,0,0,356,356,0,0,173,173,0,0,266,270,0,0,289,289,0,0,244,244,0,0,260,266,0,0
Pic_97791,Toluca_1997,136,142,0,0,156,166,0,0,170,170,0,0,213,213,0,0,279,279,0,0,192,192,0,0,356,356,0,0,173,173,0,0,266,270,0,0,289,289,0,0,244,244,0,0,260,266,0,0
Pic_97793,Toluca_1997,136,142,0,0,156,166,0,0,170,170,0,0,213,213,0,0,279,279,0,0,192,192,0,0,356,356,0,0,173,173,0,0,266,270,0,0,289,289,0,0,244,244,0,0,260,266,0,0
